taxon_id	antibiotic	genome_id	genome_name	genome_drug.antibiotic	resistant_phenotype	genome_drug.measurement	measurement_value	genome_drug.measurement_unit	laboratory_typing_method	testing_standard	genome_drug.evidence	Specie	Genus
573	cefepime	573.14082	Klebsiella pneumoniae KPN357ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14273	Klebsiella pneumoniae KPN604ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14488	Klebsiella pneumoniae KPN914ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	cefepime	287.8034	Pseudomonas aeruginosa strain MRSN18560	cefepime	Susceptible	==4	4.0	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
287	cefepime	287.6329	Pseudomonas aeruginosa strain AR_0449	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	cefepime	470.2847	Acinetobacter baumannii strain AR_0045	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	cefepime	573.13476	Klebsiella pneumoniae KPN1547ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14253	Klebsiella pneumoniae KPN579ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13845	Klebsiella pneumoniae KPN2015ec	cefepime	Susceptible	2	2.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.18680	Klebsiella pneumoniae strain AR_362	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13419	Klebsiella pneumoniae KPN1481ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.7033	Klebsiella pneumoniae strain AR_0044	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13059	Klebsiella pneumoniae KPN1037ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	cefepime	562.50225	Escherichia coli strain URMC_9	cefepime	Susceptible	==2	2.0	mg/L	MIC	CLSI		Escherichia coli	Escherichia
287	cefepime	287.7823	Pseudomonas aeruginosa strain MRSN16383	cefepime	Resistant	==16	16.0	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
562	cefepime	562.19821	Escherichia coli strain AR_0149	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	cefepime	573.13591	Klebsiella pneumoniae KPN1688ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14338	Klebsiella pneumoniae KPN712ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14110	Klebsiella pneumoniae KPN387ec	cefepime	Resistant	16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13956	Klebsiella pneumoniae KPN2167ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14533	Klebsiella pneumoniae KPN973ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13696	Klebsiella pneumoniae KPN1831ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14209	Klebsiella pneumoniae KPN523ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13638	Klebsiella pneumoniae KPN1739ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	cefepime	562.28805	Escherichia coli strain AR434	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	cefepime	573.14540	Klebsiella pneumoniae KPN982ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14442	Klebsiella pneumoniae KPN852ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	cefepime	562.17722	Escherichia coli strain AR_0055	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
562	cefepime	562.16325	Escherichia coli strain AR_0061	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
287	cefepime	287.7825	Pseudomonas aeruginosa strain MRSN1613	cefepime	Susceptible	==4	4.0	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	cefepime	573.13321	Klebsiella pneumoniae KPN1363ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.20059	Klebsiella pneumoniae strain AR_0076	cefepime	Resistant	==32	32.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	cefepime	562.42861	Escherichia coli strain MUGSI_287	cefepime	Resistant	32	32.0	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	cefepime	573.14292	Klebsiella pneumoniae KPN629ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14397	Klebsiella pneumoniae KPN786ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13504	Klebsiella pneumoniae KPN1578ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13640	Klebsiella pneumoniae KPN1741ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13843	Klebsiella pneumoniae KPN2012ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13538	Klebsiella pneumoniae KPN161ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13995	Klebsiella pneumoniae KPN256ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13709	Klebsiella pneumoniae KPN1847ec	cefepime	Resistant	16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.12782	Klebsiella pneumoniae strain AR_0148	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	cefepime	287.5969	Pseudomonas aeruginosa strain AR_0447	cefepime	Susceptible	==2	2.0	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	cefepime	573.13298	Klebsiella pneumoniae KPN1337ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14114	Klebsiella pneumoniae KPN392ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13570	Klebsiella pneumoniae KPN1664ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14495	Klebsiella pneumoniae KPN923ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13884	Klebsiella pneumoniae KPN205ec	cefepime	Resistant	16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	cefepime	470.9075	Acinetobacter baumannii strain MRSN32797	cefepime	Susceptible	<=8	8.0	mg/L	MIC	CLSI		Acinetobacter baumannii	Acinetobacter
573	cefepime	573.14262	Klebsiella pneumoniae KPN590ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.7030	Klebsiella pneumoniae strain AR_0034	cefepime	Resistant	==16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.24295	Klebsiella pneumoniae strain 396	cefepime	Susceptible	8	8.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14131	Klebsiella pneumoniae KPN411ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	cefepime	562.19823	Escherichia coli strain AR_0128	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	cefepime	573.13139	Klebsiella pneumoniae KPN1139ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.24334	Klebsiella pneumoniae strain MUGSI_116	cefepime	Resistant	32	32.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13695	Klebsiella pneumoniae KPN1830ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14147	Klebsiella pneumoniae KPN427ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	cefepime	287.6327	Pseudomonas aeruginosa strain AR_0457	cefepime	Resistant	==32	32.0	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	cefepime	573.13544	Klebsiella pneumoniae KPN1627ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13909	Klebsiella pneumoniae KPN2086ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	cefepime	287.2980	Pseudomonas aeruginosa strain AR_0108	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	cefepime	573.24362	Klebsiella pneumoniae strain MUGSI_159	cefepime	Resistant	32	32.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	cefepime	562.42781	Escherichia coli strain M26	cefepime	Resistant	64	64.0	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
562	cefepime	562.50291	Escherichia coli strain URMC_17	cefepime	Resistant	>=64	64.0	mg/L	MIC	CLSI		Escherichia coli	Escherichia
287	cefepime	287.5748	Pseudomonas aeruginosa strain AR439	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	cefepime	573.13572	Klebsiella pneumoniae KPN1666ec	cefepime	Resistant	16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	cefepime	287.7777	Pseudomonas aeruginosa strain MRSN8136	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
562	cefepime	562.45845	Escherichia coli strain 103	cefepime	Resistant	>=64	64.0	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	cefepime	573.14358	Klebsiella pneumoniae KPN735ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	cefepime	470.9070	Acinetobacter baumannii strain MRSN7735	cefepime	Susceptible	<=8	8.0	mg/L	MIC	CLSI		Acinetobacter baumannii	Acinetobacter
573	cefepime	573.13985	Klebsiella pneumoniae KPN244ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	cefepime	562.42748	Escherichia coli strain 479	cefepime	Susceptible	1	1.0	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	cefepime	573.13726	Klebsiella pneumoniae KPN1863ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.9724	Klebsiella pneumoniae strain AR_0098	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14232	Klebsiella pneumoniae KPN554ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13276	Klebsiella pneumoniae KPN1312ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.15108	Klebsiella pneumoniae strain AR_0143	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13549	Klebsiella pneumoniae KPN1639ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13774	Klebsiella pneumoniae KPN1920ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14038	Klebsiella pneumoniae KPN303ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	cefepime	562.42838	Escherichia coli strain MUGSI_209	cefepime	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	cefepime	573.13720	Klebsiella pneumoniae KPN1857ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14215	Klebsiella pneumoniae KPN530ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14150	Klebsiella pneumoniae KPN431ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13031	Klebsiella pneumoniae KPN1000ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13128	Klebsiella pneumoniae KPN1126ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13542	Klebsiella pneumoniae KPN1625ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13494	Klebsiella pneumoniae KPN1566ec	cefepime	Resistant	16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13269	Klebsiella pneumoniae KPN1302ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	cefepime	562.34089	Escherichia coli strain AR_0089	cefepime	Susceptible	<=0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	cefepime	573.14481	Klebsiella pneumoniae KPN906ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14187	Klebsiella pneumoniae KPN480ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	cefepime	287.5973	Pseudomonas aeruginosa strain AR_458	cefepime	Resistant	==32	32.0	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	cefepime	573.14356	Klebsiella pneumoniae KPN733ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14210	Klebsiella pneumoniae KPN524ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	cefepime	470.9063	Acinetobacter baumannii strain MRSN30912	cefepime	Susceptible	<=8	8.0	mg/L	MIC	CLSI		Acinetobacter baumannii	Acinetobacter
573	cefepime	573.13216	Klebsiella pneumoniae KPN1233ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13642	Klebsiella pneumoniae KPN1744ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	cefepime	470.9082	Acinetobacter baumannii strain MRSN11669	cefepime	Resistant	>=32	32.0	mg/L	MIC	CLSI		Acinetobacter baumannii	Acinetobacter
573	cefepime	573.13472	Klebsiella pneumoniae KPN1543ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.17927	Klebsiella pneumoniae strain AR_0080	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	cefepime	562.42751	Escherichia coli strain 60	cefepime	Susceptible	1	1.0	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	cefepime	573.13581	Klebsiella pneumoniae KPN1677ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13713	Klebsiella pneumoniae KPN1850ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14245	Klebsiella pneumoniae KPN571ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14548	Klebsiella pneumoniae KPN995ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	cefepime	470.7376	Acinetobacter baumannii strain FDA-CDC-AR_0275	cefepime	Resistant	32	32.0	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	cefepime	470.9111	Acinetobacter baumannii strain MRSN1196	cefepime	Resistant	>=32	32.0	mg/L	MIC	CLSI		Acinetobacter baumannii	Acinetobacter
573	cefepime	573.13972	Klebsiella pneumoniae KPN226ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	cefepime	562.42840	Escherichia coli strain MUGSI_212	cefepime	Resistant	32	32.0	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
287	cefepime	287.2978	Pseudomonas aeruginosa strain AR_0064	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	cefepime	573.14121	Klebsiella pneumoniae KPN400ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	cefepime	470.7363	Acinetobacter baumannii strain BL14	cefepime	Resistant	64	64.0	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
562	cefepime	562.50280	Escherichia coli strain URMC_42	cefepime	Susceptible	==2	2.0	mg/L	MIC	CLSI		Escherichia coli	Escherichia
573	cefepime	573.14270	Klebsiella pneumoniae KPN599ec	cefepime	Resistant	16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.18088	Klebsiella pneumoniae strain AR_0079	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13063	Klebsiella pneumoniae KPN1041ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14112	Klebsiella pneumoniae KPN389ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13957	Klebsiella pneumoniae KPN2168ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14539	Klebsiella pneumoniae KPN981ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14057	Klebsiella pneumoniae KPN323ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14340	Klebsiella pneumoniae KPN714ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.15107	Klebsiella pneumoniae strain AR_0129	cefepime	Resistant	==32	32.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	cefepime	470.7345	Acinetobacter baumannii strain 360	cefepime	Resistant	32	32.0	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	cefepime	470.4786	Acinetobacter baumannii strain AR_0101	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	cefepime	573.13805	Klebsiella pneumoniae KPN1960ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13288	Klebsiella pneumoniae KPN1328ec	cefepime	Resistant	16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14106	Klebsiella pneumoniae KPN383ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	cefepime	470.7369	Acinetobacter baumannii strain BL20	cefepime	Resistant	64	64.0	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	cefepime	573.14035	Klebsiella pneumoniae KPN300ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14160	Klebsiella pneumoniae KPN443ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13664	Klebsiella pneumoniae KPN176ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
574	cefepime	574.20	Klebsiella pneumoniae subsp. ozaenae strain AR_0096	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14422	Klebsiella pneumoniae KPN823ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.24294	Klebsiella pneumoniae strain 374	cefepime	Resistant	64	64.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13754	Klebsiella pneumoniae KPN1893ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14092	Klebsiella pneumoniae KPN369ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13304	Klebsiella pneumoniae KPN1344ec	cefepime	Resistant	16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13772	Klebsiella pneumoniae KPN1918ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13672	Klebsiella pneumoniae KPN1779ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13874	Klebsiella pneumoniae KPN2048ec	cefepime	Resistant	16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14310	Klebsiella pneumoniae KPN679ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	cefepime	562.50228	Escherichia coli strain URMC_87	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI		Escherichia coli	Escherichia
573	cefepime	573.24287	Klebsiella pneumoniae strain 349	cefepime	Susceptible	8	8.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.14333	Klebsiella pneumoniae KPN705ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	cefepime	470.4704	Acinetobacter baumannii strain AR_0078	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	cefepime	573.7026	Klebsiella pneumoniae strain AR_0039	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	cefepime	287.5971	Pseudomonas aeruginosa strain AR_460	cefepime	Resistant	>32	32.0	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	cefepime	573.14039	Klebsiella pneumoniae KPN304ec	cefepime	Susceptible	<=1	1.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13270	Klebsiella pneumoniae KPN1303ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	cefepime	562.42656	Escherichia coli strain 162	cefepime	Susceptible	1	1.0	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	cefepime	573.13471	Klebsiella pneumoniae KPN1542ec	cefepime	Resistant	16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13848	Klebsiella pneumoniae KPN2019ec	cefepime	Resistant	16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	cefepime	573.13533	Klebsiella pneumoniae KPN1612ec	cefepime	Resistant	>16	16.0	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
